accepted,angular_value,degeneracy,delta_boundary_abs,delta_boundary_log,delta_boundary_rel,delta_max_step_abs,delta_max_step_log,delta_max_step_rel,delta_tolerance_abs,delta_tolerance_log,delta_tolerance_rel,dirac_partner_accepted,dirac_partner_delta_abs,dirac_partner_delta_log,dirac_partner_delta_rel,dirac_partner_gamma,field_label,final_a_in_abs2,final_a_out_abs2,final_flux_balance_residual,final_left_potential_ratio,final_max_step,final_nfev,final_right_potential_ratio,final_rstar_max,final_rstar_min,final_success,final_wronskian_residual,gamma,gamma_base,gamma_extended,included,label,low_frequency_power,mode_label,mode_slug,multipole,omega,physical_dof,reused_lowest_mode,species,spin,statistics,truncation_sentinel
True,2.0,5,9.464466885433326e-10,8.803973417613471e-05,8.804360978273483e-05,1.477665917144072e-16,1.3746004334885927e-11,1.3746050672807983e-11,7.05537787481364e-16,6.563305454461153e-11,6.563295577016461e-11,,,,,,real scalar $s=0$,93025.42958678628,93024.42958678683,5.9098522110128185e-15,1.3158296797803577e-11,0.5337657421147707,7670,0.0004953428715575315,304.4660194174757,-28.0,True,5.529727786779404e-10,1.0749748799247085e-05,1.0750695245377857e-05,1.0749748798689314e-05,True,,6,$\ell=2$,l2,,0.3678571428571429,1,False,scalar,0.0,bose,False
True,2.0,5,3.0843533927534146e-09,9.056901929152479e-05,9.057312077594301e-05,5.624773108219017e-16,1.6517343048997177e-11,1.6517343805834337e-11,5.464568684707127e-15,1.6046897143118588e-10,1.6046897888914637e-10,,,,,,real scalar $s=0$,29365.35125603361,29364.35125603397,1.2304278418622666e-14,1.023265759346692e-11,0.4707009540909365,7694,0.0004972076912157318,268.4931506849315,-28.0,True,3.601599019020796e-10,3.4053738750852945e-05,3.405682309934361e-05,3.4053738745950854e-05,True,,6,$\ell=2$,l2,,0.41714285714285715,1,False,scalar,0.0,bose,False
True,2.0,5,8.370993947860272e-09,8.312953424866165e-05,8.31329896213559e-05,2.051242747706794e-15,2.0371038189844637e-11,2.0371050692203518e-11,1.8816925014680796e-14,1.8687229543315712e-10,1.8687234057207108e-10,,,,,,real scalar $s=0$,9931.077496789458,9930.077496789547,8.961459504151781e-15,8.184417468199439e-12,0.4209637935514654,7742,0.0004990277266497747,240.12251148545178,-28.0,True,8.913048077374697e-11,0.00010069400831111049,0.00010070237932592652,0.00010069400833197866,True,,6,$\ell=2$,l2,,0.4664285714285714,1,False,scalar,0.0,bose,False
True,2.0,5,1.84682514507554e-08,6.54762572762557e-05,6.547840093349021e-05,6.0446981621498086e-15,2.143119015608136e-11,2.14312205375018e-11,1.6771317407765496e-13,5.946199090436755e-10,5.946199337477481e-10,,,,,,real scalar $s=0$,3545.457517084649,3544.45751708471,1.7219190483197533e-14,6.694832889936109e-12,0.38073318170236414,7790,0.0005008078501639942,217.17451523545708,-28.0,True,6.093614501878619e-11,0.00028205104564961133,0.00028206951407481996,0.0002820510458233692,True,,6,$\ell=2$,l2,,0.5157142857142857,1,False,scalar,0.0,bose,False
True,2.0,5,2.801920488118212e-08,3.705207225342637e-05,3.705275872244047e-05,1.3470453051611653e-14,1.7813417407966835e-11,1.7813405088398458e-11,6.506709233911057e-13,8.604510441195098e-10,8.604509954638309e-10,,,,,,real scalar $s=0$,1322.405788442817,1321.4057884428196,1.8706824284064894e-15,5.577777282988381e-12,0.34752131123780894,7874,0.0005025519696618095,198.2300884955752,-28.0,True,2.5011104298755527e-12,0.0007561975368979123,0.0007562255567669349,0.0007561975375620537,True,,6,$\ell=2$,l2,,0.5650000000000001,1,False,scalar,0.0,bose,False
True,2.0,5,5.725207093999762e-09,2.928803882814606e-06,2.9287995983037425e-06,3.519493724235545e-14,1.800437576820578e-11,1.8004399904724277e-11,2.902810370547515e-12,1.4849680385266042e-09,1.4849680906952102e-09,,,,,,real scalar $s=0$,511.5622108016385,510.5622108016447,1.2061966009335734e-14,4.718644224171787e-12,0.31963878742919405,7946,0.0005042632855963885,182.32558139534882,-28.0,True,6.195932655828074e-12,0.001954796462453628,0.001954790740184539,0.001954796465391633,True,,6,$\ell=2$,l2,,0.6142857142857143,1,False,scalar,0.0,bose,False
True,2.0,5,2.7053930253071595e-07,5.526070861746527e-05,5.5259181867123284e-05,1.0343895878728304e-13,2.1127988248049776e-11,2.112799205994618e-11,8.268588071180805e-12,1.688905905444358e-09,1.6889058548446205e-09,,,,,,real scalar $s=0$,204.25565287634828,203.25565287635223,1.9310941734573817e-14,4.04373519705026e-12,0.2958981239925801,8006,0.0005059444643520343,168.78363832077503,-28.0,True,3.950617610826157e-12,0.004895825334172647,0.004895554803242144,0.004895825342544674,True,,6,$\ell=2$,l2,,0.6635714285714286,1,False,scalar,0.0,bose,False
True,2.0,5,1.4311841282574345e-06,0.00012021782897696382,0.00012021060332483209,2.671560889178082e-13,2.2439494707068043e-11,2.2439456948012996e-11,2.1679451636669178e-11,1.8209396229688237e-09,1.8209396747353725e-09,,,,,,real scalar $s=0$,83.99380691232008,82.99380691232257,2.962213807577996e-14,3.5039108961384235e-12,0.27544023766443576,8090,0.0005075977594467514,157.11422845691382,-28.0,True,2.4868995751603507e-12,0.011905639674647507,0.011904208512465857,0.011905639696594115,True,,6,$\ell=2$,l2,,0.7128571428571429,1,False,scalar,0.0,bose,False
True,2.0,5,5.508873756769617e-06,0.0001963200527885017,0.00019630078362154184,6.723857581825143e-13,2.3959501050117607e-11,2.3959498266772858e-11,4.9877508373485924e-11,1.7773131870930837e-09,1.7773131879766847e-09,,,,,,real scalar $s=0$,35.63356001402579,34.63356001402851,7.63208940490756e-14,3.0653869015839894e-12,0.25762826353243384,8174,0.0005092250987884926,146.95407685098405,-28.0,True,2.7213786779611837e-12,0.02806343232633473,0.028057923503127854,0.028063432376884623,True,,6,$\ell=2$,l2,,0.7621428571428571,1,False,scalar,0.0,bose,False
True,2.0,5,7.556588814405796e-07,1.1880895497731672e-05,1.1880824940175537e-05,1.5499962424669889e-12,2.4369728457726515e-11,2.43697711586127e-11,1.0571192532449203e-10,1.6620527190581525e-09,1.662052692975539e-09,,,,,,real scalar $s=0$,15.722471120204482,14.722471120207407,1.860317455637528e-13,2.704316222752689e-12,0.2419800679481575,8354,0.0004961806593593995,140.0,-28.0,True,2.9256597144922125e-12,0.06360323338199232,0.0636024778303728,0.06360323348925424,True,,6,$\ell=2$,l2,,0.8114285714285714,1,False,scalar,0.0,bose,False
True,2.0,5,2.850903469803212e-05,0.00021005633613326212,0.00021003427619111057,3.1490088314711784e-12,2.3199664412046233e-11,2.319965574573165e-11,2.2005192112928285e-10,1.6211859645661251e-09,1.6211859317019445e-09,,,,,,real scalar $s=0$,7.367288244438823,6.367288244441846,4.1022740759899534e-13,2.403477397563716e-12,0.22812394787477752,8858,0.0004409835617022212,140.0,-28.0,True,3.022471162239526e-12,0.13573515339987507,0.13570664458837797,0.135735153623076,True,,6,$\ell=2$,l2,,0.8607142857142857,1,False,scalar,0.0,bose,False
True,2.0,5,0.00012140767957746768,0.00046042563531566405,0.00046053164822094293,5.34799982077061e-12,2.028643919536648e-11,2.0286386995587518e-11,4.2561176805122614e-10,1.6144587901821305e-09,1.6144587370833694e-09,,,,,,real scalar $s=0$,3.7932662070778433,2.7932662070810075,8.341660695521114e-13,2.1501822885665575e-12,0.21576872620809018,9362,0.0003945096570836286,140.0,-28.0,True,3.164135620181696e-12,0.2636250517124538,0.26374645982299105,0.2636250521434136,True,,6,$\ell=2$,l2,,0.91,1,False,scalar,0.0,bose,False
True,2.0,5,0.00010612615229016464,0.0002378456700838487,0.0002378173874398907,7.46769313053619e-12,1.673428062801254e-11,1.6734303771338398e-11,7.339222563018666e-10,1.6446415354233793e-09,1.6446414932719218e-09,,,,,,real scalar $s=0$,2.2408933359768164,1.2408933359800876,1.4597212327771558e-12,1.9349159776638658e-12,0.20468306566575345,9866,0.0003550131739494035,140.0,-28.0,True,3.2711611197555612e-12,0.44625060191189114,0.4461444765009909,0.4462506026532811,True,,6,$\ell=2$,l2,,0.9592857142857143,1,False,scalar,0.0,bose,False
True,2.0,5,6.757051199823838e-05,0.00010526853350467217,0.0001052629931474005,1.129174531655508e-11,1.759059564692062e-11,1.7590556512428333e-11,1.088770296142627e-09,1.69611291822091e-09,1.6961129467975981e-09,,,,,,real scalar $s=0$,1.5578244123730303,0.5578244123764139,2.1720403253766563e-12,1.750429979073268e-12,0.19468084786763942,10370,0.000321164179644261,140.0,-28.0,True,3.3836267121500896e-12,0.6419208686534206,0.6418532992414844,0.6419208697534826,True,,6,$\ell=2$,l2,,1.0085714285714287,1,False,scalar,0.0,bose,False
True,2.0,5,0.00011969613497664344,0.00015002677331395567,0.00015003802815993133,1.45417011765403e-11,1.8227863663066873e-11,1.8227891577658717e-11,1.4043417539966185e-09,1.7603297723884446e-09,1.7603297522800317e-09,,,,,,real scalar $s=0$,1.2534910019376027,0.2534910019411115,2.799205311987407e-12,1.5911239728423429e-12,0.18561063956050433,10874,0.00029193514254181944,140.0,-28.0,True,3.5088598693278072e-12,0.7977719811743641,0.7978916787282242,0.7977719825932476,True,,6,$\ell=2$,l2,,1.0578571428571428,1,False,scalar,0.0,bose,False
True,2.0,5,4.689015355863191e-05,5.234203980506163e-05,5.234067008114726e-05,1.6826651183521335e-11,1.8782531086179866e-11,1.8782582937502595e-11,1.6377068590145427e-09,1.8280740271603841e-09,1.828074081483411e-09,,,,,,real scalar $s=0$,1.116240108186039,0.11624010818967229,3.2550628858984965e-12,1.4526157203735498e-12,0.17734797238006897,11390,0.00026652202130308743,140.0,-28.0,True,3.6333158703882873e-12,0.8958646017701904,0.8958177132711653,0.895864603424724,True,,6,$\ell=2$,l2,,1.1071428571428572,1,False,scalar,0.0,bose,False
True,2.0,5,2.2394099057243544e-05,2.3596783933547376e-05,2.359706238510508e-05,1.832700657899977e-11,1.9311441335121363e-11,1.9311494357126423e-11,1.8008785573897512e-09,1.8976179534632436e-09,1.897617919707224e-09,,,,,,real scalar $s=0$,1.053717871158225,0.053717871161989166,3.5722536040339037e-12,1.3314364391189451e-12,0.1697895967814125,11894,0.00024428837304563415,140.0,-28.0,True,3.764211164991593e-12,0.949020631965576,0.9490430278838388,0.9490206337847815,True,,6,$\ell=2$,l2,,1.1564285714285716,1,False,scalar,0.0,bose,False
True,2.0,5,2.012382089056075e-05,2.062762078867793e-05,2.0627408081885216e-05,1.936273363867258e-11,1.9847234966815955e-11,1.98472750536698e-11,1.920433145841116e-09,1.9684909277563337e-09,1.9684908948789327e-09,,,,,,real scalar $s=0$,1.0250244321922324,0.02502443219612742,3.799960346384523e-12,1.2248114893103304e-12,0.16284914525421024,12398,0.00022472511433532335,140.0,-28.0,True,3.894995437292437e-12,0.9755865017395612,0.9755663798584665,0.9755865036793571,True,,6,$\ell=2$,l2,,1.2057142857142857,1,False,scalar,0.0,bose,False
True,2.0,5,6.50960481374252e-06,6.5861484920654025e-06,6.586126817084802e-06,2.0146440071755478e-11,2.0383250643115763e-11,2.0383266422757826e-11,2.0168784420349084e-09,2.0405873678300794e-09,2.040587343465691e-09,,,,,,real scalar $s=0$,1.0117552455996615,0.011755245603706338,3.997913111675189e-12,1.1305001210532955e-12,0.15645381740985026,12902,0.00020742111841459844,140.0,-28.0,True,4.044875545616833e-12,0.988381334664893,0.9883748270971041,0.9883813367019179,True,,6,$\ell=2$,l2,,1.255,1,False,scalar,0.0,bose,False
True,2.0,5,1.9451965628913825e-05,1.9559887277231885e-05,1.9560078614882757e-05,2.087208184065048e-11,2.098810014694406e-11,2.0988087756670943e-11,2.1026771435117553e-09,2.114363686371134e-09,2.1143637107641556e-09,,,,,,real scalar $s=0$,1.0055579465865512,0.005557946590735999,4.161671007807399e-12,1.0466767802657771e-12,0.15054181664244629,13406,0.00019204143753566522,140.0,-28.0,True,4.184874669022065e-12,0.994472773443422,0.9944922275326001,0.9944727755669712,True,,6,$\ell=2$,l2,,1.3042857142857143,1,False,scalar,0.0,bose,False
True,2.0,5,8.957742879234232e-06,8.981411444637801e-06,8.981371131778817e-06,2.1664003924115605e-11,2.1721180410119705e-11,2.1721148068879185e-11,2.1846230380262455e-09,2.1903855420121544e-09,2.190385519217447e-09,,,,,,real scalar $s=0$,1.0026377462339715,0.0026377462383019557,4.318989610396784e-12,9.718420975062702e-13,0.1450603468016395,13910,0.0001783109714303486,140.0,-28.0,True,4.330424907550423e-12,0.9973691931668449,0.9973602376302527,0.997369195373132,True,,6,$\ell=2$,l2,,1.3535714285714286,1,False,scalar,0.0,bose,False
True,2.0,5,1.821484910791149e-06,1.8237734916312823e-06,1.823775158840319e-06,2.2629342844027178e-11,2.265776455371427e-11,2.2657795897903986e-11,2.265618470609354e-09,2.2684671944412115e-09,2.2684671509644513e-09,,,,,,real scalar $s=0$,1.0012573521941366,0.0012573521986195793,4.477307413708331e-12,9.04755369615776e-13,0.13996403115534975,14426,0.00016600207922354615,140.0,-28.0,True,4.4829695511339196e-12,0.9987442267551082,0.9987460505282668,0.998744229043356,True,,6,$\ell=2$,l2,,1.4028571428571428,1,False,scalar,0.0,bose,False
True,2.0,5,2.206478326716166e-06,2.2078142666793087e-06,2.207811834760913e-06,2.3843593766059712e-11,2.385802666566444e-11,2.385800388906783e-11,2.344102911777668e-09,2.3455195591078205e-09,2.3455195946667417e-09,,,,,,real scalar $s=0$,1.000604360364025,0.0006043603686699772,4.6422865551676296e-12,8.443828013859499e-13,0.1352136533148583,14930,0.0001549250829538555,140.0,-28.0,True,4.6450621127291924e-12,0.9993960046668146,0.9993938005564343,0.9993960070347611,True,,6,$\ell=2$,l2,,1.4521428571428572,1,False,scalar,0.0,bose,False
True,2.0,5,5.353958686393767e-07,5.355525761426538e-07,5.355527209098012e-07,2.5495494604399482e-11,2.550293309898967e-11,2.5502963892917635e-11,2.4224763306435193e-09,2.4231859881367747e-09,2.423186031511172e-09,,,,,,real scalar $s=0$,1.0002929650369232,0.0002929650417113697,4.786837592973825e-12,7.898574390656569e-13,0.13077514614134486,15434,0.0001449209162812336,140.0,-28.0,True,4.788169860603375e-12,0.9997071207664523,0.9997076586102928,0.9997071232144241,True,,6,$\ell=2$,l2,,1.5014285714285713,1,False,scalar,0.0,bose,False
True,2.0,5,1.6834136621346474e-06,1.6836515240057005e-06,1.6836529455780203e-06,2.7098989718865596e-11,2.7102875499819068e-11,2.7102841617966635e-11,2.5014023075087266e-09,2.5017578040506075e-09,2.501757861328245e-09,,,,,,real scalar $s=0$,1.0001421417972036,0.00014214180214872996,4.944489262470597e-12,7.40447871899072e-13,0.12661877346343017,15938,0.00013585538192947645,140.0,-28.0,True,4.945155396285372e-12,0.9998578784042155,0.9998595643463789,0.9998578809327168,True,,6,$\ell=2$,l2,,1.5507142857142857,1,False,scalar,0.0,bose,False
True,2.0,5,1.2199563654835544e-06,1.2200408428409713e-06,1.2200401017692705e-06,2.755240480212251e-11,2.7554292181643994e-11,2.7554295964877142e-11,2.582063118872213e-09,2.582240313800926e-09,2.5822403484692515e-09,,,,,,real scalar $s=0$,1.0000686387547009,6.863875981040995e-05,5.10924635932497e-12,6.95533575453893e-13,0.1227184630308513,16442,0.00012761462774646594,140.0,-28.0,True,5.109579426232358e-12,0.9999313659562544,0.9999301486095045,0.99993136856587,True,,6,$\ell=2$,l2,,1.6,1,False,scalar,0.0,bose,False
True,3.0,7,5.966251530199627e-26,0.0006364156629753486,5.966251530199627e-12,1.6332083411454698e-33,1.742683775078554e-11,1.6332083411454698e-19,1.113140017884049e-31,1.187756227411354e-09,1.1131400178840492e-17,,,,,,real scalar $s=0$,1.0670321489728038e+22,1.0670321489728026e+22,1.2212452333697836e-15,3.306765341586564e-08,19.634954084936208,8402,0.0009581487307418777,11200.0,-28.0,True,12582911.0,9.37178885343489e-23,9.37775511625981e-23,9.371788864729611e-23,False,,8,$\ell=3$,l3,,0.01,1,False,scalar,0.0,bose,True
True,3.0,7,2.089218019061613e-25,0.0006276746488404334,2.089218019061613e-11,5.579554465839037e-33,1.676825345256664e-11,5.579554465839037e-19,3.9630536610006745e-31,1.191014620970202e-09,3.963053661000674e-17,,,,,,real scalar $s=0$,3.0052951526542855e+21,3.005295152654284e+21,5.551111795665585e-16,2.4124196164449277e-08,16.77083271996194,8366,0.0009583763560102995,9566.272762902872,-28.0,True,1572863.0,3.327460196769016e-22,3.329549418806927e-22,3.3274602007878654e-22,False,,8,$\ell=3$,l3,,0.011707799137227793,1,False,scalar,0.0,bose,True
True,3.0,7,7.306444633456246e-25,0.0006176105550439319,7.306444633456246e-11,1.869393368090087e-32,1.5806800313225593e-11,1.869393368090087e-18,1.3872384992246078e-30,1.1729888178764764e-09,1.3872384992246078e-16,,,,,,real scalar $s=0$,8.455566933583794e+20,8.45556693358379e+20,4.4408802719725194e-16,1.7599580873240935e-08,14.324496451801094,8342,0.000958637545584791,8170.85487270155,-28.0,True,393215.0,1.18265281069233e-21,1.183383456561608e-21,1.1826528120982624e-21,False,,8,$\ell=3$,l3,,0.013707256063767185,1,False,scalar,0.0,bose,True
True,3.0,7,2.5513004775455724e-24,0.0006060191616733708,2.5513004775455727e-10,9.75686642255957e-32,2.318278902207154e-11,9.75686642255957e-18,3.769928872917639e-30,8.957555812220785e-10,3.769928872917639e-16,,,,,,real scalar $s=0$,2.3760542291192417e+20,2.3760542291192434e+20,6.661380234332455e-16,1.2839609029966585e-08,12.235003593675328,8306,0.0009589371350436135,6978.984501639025,-28.0,True,163841.0,4.20865815158891e-21,4.211209455933953e-21,4.208658155456407e-21,False,,8,$\ell=3$,l3,,0.016048180071713387,1,False,scalar,0.0,bose,True
True,3.0,7,8.892343827025896e-24,0.000592664379188711,8.892343827025895e-10,2.5179126610432625e-31,1.6786572132473262e-11,2.5179126610432625e-17,1.4792264428939685e-29,9.861794719045996e-10,1.4792264428939684e-15,,,,,,real scalar $s=0$,6.66685917176865e+19,6.6668591717686534e+19,4.441042094169386e-16,9.367016250543333e-09,10.450301931445988,8270,0.0009592806356392089,5960.970477745597,-28.0,True,32769.0,1.4999566876027324e-20,1.5008459234898406e-20,1.499956689107138e-20,False,,8,$\ell=3$,l3,,0.018788886879768225,1,False,scalar,0.0,bose,True
True,3.0,7,3.0924421424042405e-23,0.0005772763861560446,3.0924421424042403e-09,8.449054666026804e-31,1.5776713269257776e-11,8.449054666026804e-17,5.559167293671483e-29,1.038047759399954e-09,5.559167293671483e-15,,,,,,real scalar $s=0$,1.8672719367222735e+19,1.867271936722272e+19,8.881248656365562e-16,6.8336187833416605e-09,8.925932029544915,8234,0.0009596743248721762,5091.452635868379,-28.0,True,16383.0,5.3554063569088695e-20,5.3584988046949315e-20,5.355406362552527e-20,False,,8,$\ell=3$,l3,,0.021997651360042104,1,False,scalar,0.0,bose,True
True,3.0,7,1.0725108608849674e-22,0.0005595468150624878,1.0725108608849674e-08,3.1413843322900204e-30,1.63936642040519e-11,3.1413843322900204e-16,2.070397319893125e-28,1.0804630529445696e-09,2.0703973198931252e-14,,,,,,real scalar $s=0$,5.218626790745489e+18,5.218626790745481e+18,1.5541206131847729e-15,4.985402440540358e-09,7.62391968372838,8198,0.000960125348510765,4348.770060189079,-28.0,True,8191.0,1.9162129044624561e-19,1.9172854174251523e-19,1.9162129065642673e-19,False,,8,$\ell=3$,l3,,0.025754408361413884,1,False,scalar,0.0,bose,True
True,3.0,7,3.707112761450731e-22,0.0005391264777678689,3.707112761450731e-08,1.1248875322679748e-29,1.636368818238653e-11,1.1248875322679748e-15,7.596920221377866e-28,1.1051202181700198e-09,7.596920221377866e-14,,,,,,real scalar $s=0$,1.4546949819825408e+18,1.454694981982539e+18,1.2205578977554853e-15,3.6370535556845885e-09,6.511829930090168,8174,0.0009606418353744832,3714.4214802602037,-28.0,True,1791.0,6.874293321869739e-19,6.878000442340599e-19,6.874293329579148e-19,False,,8,$\ell=3$,l3,,0.030152743999357374,1,False,scalar,0.0,bose,True
True,3.0,7,1.2759437075405349e-21,0.000515623917380889,1.275943707540535e-07,4.450400396891137e-29,1.7989276735070606e-11,4.450400396891137e-15,2.8005051321551793e-27,1.1320090427004008e-09,2.8005051321551794e-13,,,,,,real scalar $s=0$,4.042160103059984e+17,4.0421601030599885e+17,1.1126969493943486e-15,2.653378282834101e-09,5.561959044364046,8138,0.0009612330263267192,3172.6043782638008,-28.0,True,449.0,2.473924769192054e-18,2.4752007157446036e-18,2.473924772037063e-18,False,,8,$\ell=3$,l3,,0.035302227018072674,1,False,scalar,0.0,bose,True
True,3.0,7,4.368008368806533e-21,0.0004886064308569176,4.3680083688065333e-07,3.959249742473504e-28,4.429911992885204e-11,3.959249742473504e-14,1.0246004311666449e-26,1.1464004196958015e-09,1.024600431166645e-12,,,,,,real scalar $s=0$,1.1188756470679882e+17,1.1188756470679909e+17,2.451428197883803e-15,1.935747220662097e-09,4.750644403078666,8066,0.0009619094190529349,2709.821326004589,-28.0,True,273.0,8.937543708458562e-18,8.941911727469298e-18,8.937543719100491e-18,False,,8,$\ell=3$,l3,,0.041331138302441096,1,False,scalar,0.0,bose,True
True,3.0,7,1.4848612497656726e-20,0.00045760483629431637,1.4848612497656726e-06,6.589577008440705e-28,2.031241841373064e-11,6.589577008440705e-14,3.8056837924278433e-26,1.1731047251603832e-09,3.805683792427843e-12,,,,,,real scalar $s=0$,3.0825072306228816e+16,3.0825072306228804e+16,4.1164808562282343e-16,1.4122062152022662e-09,4.057675014232895,8054,0.0009626829303356606,2314.543744936701,-28.0,True,11.0,3.244112422723921e-17,3.2455972877134744e-17,3.244112426463709e-17,False,,8,$\ell=3$,l3,,0.048389666535796245,1,False,scalar,0.0,bose,True
True,3.0,7,5.0005488075509354e-20,0.0004221237024540942,5.000548807550935e-06,4.1844140641317045e-27,3.533040526866555e-11,4.1844140641317045e-13,1.314668252987025e-25,1.110017745003973e-09,1.314668252987025e-11,,,,,,real scalar $s=0$,8443329441115596.0,8443329441115577.0,2.1020093582537015e-15,1.0302617888165037e-09,3.4657880329792548,7970,0.0009635670776712645,1976.9247130120684,-28.0,True,18.0,1.1843669099661145e-16,1.184866966203382e-16,1.184366911322627e-16,False,,8,$\ell=3$,l3,,0.05665364961185362,1,False,scalar,0.0,bose,True
True,3.0,7,1.6624013180317322e-19,0.000381660459023564,1.6624013180317323e-05,7.092796310261846e-27,1.6286971771118413e-11,7.092796310261846e-13,1.0913151066634054e-26,2.5059510022315194e-11,1.0913151066634054e-12,,,,,,real scalar $s=0$,2296276455551468.5,2296276455551458.5,3.894382162315958e-15,7.516178176169238e-10,2.960238719811087,7970,0.0009645771822001934,1688.5536639640115,-28.0,True,9.0,4.3548763372215226e-16,4.356538738359495e-16,4.354876337041463e-16,False,,8,$\ell=3$,l3,,0.06632895500464654,1,False,scalar,0.0,bose,True
True,3.0,7,5.424628420052766e-19,0.00033573187966914566,5.4246284200527656e-05,2.178814098697804e-26,1.3486989303237351e-11,2.178814098697804e-12,1.355131689828979e-24,8.388358899901126e-10,1.355131689828979e-10,,,,,,real scalar $s=0$,619006903715664.1,619006903715663.9,1.171401657856547e-15,5.483357238825492e-10,2.5284331283052923,7922,0.0009657305950328608,1442.2468682391766,-28.0,True,0.75,1.6154908677066096e-15,1.6160333319255347e-15,1.6154908690835294e-15,False,,8,$\ell=3$,l3,,0.07765660821766218,1,False,scalar,0.0,bose,True
True,3.0,7,1.7205690618679276e-18,0.0002839240218435313,0.00017205690618679275,1.0041331576467737e-25,1.6572299088717033e-11,1.0041331576467737e-11,2.5198528675211415e-24,4.158788867970696e-10,2.5198528675211413e-10,,,,,,real scalar $s=0$,165040938061416.03,165040938061415.84,4.9488797152530785e-15,4.0003318047875525e-10,2.1596143721543055,7874,0.0009670469491336539,1231.8684761623574,-28.0,True,0.8125,6.059102739878235e-15,6.0608233065206634e-15,6.0591027374587955e-15,False,,8,$\ell=3$,l3,,0.09091879706907821,1,False,scalar,0.0,bose,True
True,3.0,7,5.206088661389674e-18,0.0002259379801550491,0.0002259635062465291,1.2925328159865234e-25,5.610067965749115e-12,5.610070554600446e-12,1.8593372649968726e-23,8.070211169256679e-10,8.070211535378951e-10,,,,,,real scalar $s=0$,43403699195974.14,43403699195973.1,9.413064486293165e-16,2.918404519604586e-10,1.844594655956547,7850,0.0009685484389548854,1052.1776652670203,-28.0,True,0.0390625,2.3039510883274065e-14,2.304471699065808e-14,2.303951090199669e-14,False,,8,$\ell=3$,l3,,0.10644590138831427,1,False,scalar,0.0,bose,True
True,3.0,7,1.4411897008521734e-17,0.0001616902271308689,0.00016170329983561344,1.702399698790394e-24,1.9101165094253322e-11,1.9101139063843314e-11,7.295708768910696e-23,8.185877534725216e-10,8.185877139386312e-10,,,,,,real scalar $s=0$,11220125965374.2,11220125965373.242,3.860430823368679e-15,2.1290946240647648e-10,1.5755263942744029,7826,0.0009702601299603122,898.6980840159496,-28.0,True,0.04296875,8.91255591145807e-14,8.913997108624871e-14,8.912555918924019e-14,False,,8,$\ell=3$,l3,,0.12462472324355404,1,False,scalar,0.0,bose,True
True,3.0,7,3.219715638616166e-17,9.139052814520822e-05,9.139470444721241e-05,7.110956282730486e-24,2.0185075833216153e-11,2.0185128773562425e-11,2.258914940350637e-22,6.412146371483554e-10,6.412145869921369e-10,,,,,,real scalar $s=0$,2838595537787.7363,2838595537786.736,2.0891819600061935e-16,1.5532609985252023e-10,1.3457067172126602,7790,0.0009722102999987886,767.6063395709623,-28.0,True,0.00048828125,3.522868921224866e-13,3.523190895118752e-13,3.5228689235548903e-13,False,,8,$\ell=3$,l3,,0.14590812272681344,1,False,scalar,0.0,bose,True
True,3.0,7,2.2415129189349343e-17,1.566705084920509e-05,1.56671735887269e-05,2.2774527929700963e-23,1.5918377727202192e-11,1.591837724698349e-11,9.452204572650168e-22,6.606668547754751e-10,6.606668584637634e-10,,,,,,real scalar $s=0$,698955310780.5077,698955310779.5092,2.071645907764393e-15,1.1331669819979398e-10,1.1494104924756172,7766,0.0009744308141164796,655.6367516847563,-28.0,True,0.00146484375,1.4307066339954158e-12,1.4307290500926002e-12,1.4307066349634108e-12,False,,8,$\ell=3$,l3,,0.17082629933755134,1,False,scalar,0.0,bose,True
True,3.0,7,3.8655899580180207e-16,6.430873346670845e-05,6.430666573756298e-05,1.1331808936479617e-22,1.8851253891405456e-11,1.8851219539429656e-11,2.984975752244933e-21,4.965705625704096e-10,4.965706141081885e-10,,,,,,real scalar $s=0$,166356665957.7482,166356665956.74707,6.78308308330937e-15,8.266913353966409e-11,0.9817477042468103,7766,0.0009769575337336164,560.0,-28.0,True,0.001129150390625,6.011180821897352e-12,6.010794265999844e-12,6.0111808249956455e-12,False,,8,$\ell=3$,l3,,0.2,1,False,scalar,0.0,bose,True
True,3.0,7,1.6644087773729488e-15,0.00011397139376018759,0.0001139648993402286,2.096062747512301e-22,1.4352075084037314e-11,1.4352098071008693e-11,9.088020132618441e-21,6.222722339348392e-10,6.222721928026434e-10,,,,,,real scalar $s=0$,68471700515.84759,68471700514.84863,1.5244006117916396e-14,6.832159796666455e-11,0.8924979129516458,7754,0.000978650176181165,509.09090909090907,-28.0,True,0.00104522705078125,1.4604573750414636e-11,1.460290935093489e-11,1.4604573759712262e-11,False,,8,$\ell=3$,l3,,0.22,1,False,scalar,0.0,bose,True
True,3.0,7,2.2421982328946393e-14,0.00021966308451779298,0.0002196389604836628,1.3694104287786085e-21,1.3414380717425888e-11,1.3414330572552634e-11,6.12428240415952e-20,5.999162279858131e-10,5.999161899353758e-10,,,,,,real scalar $s=0$,9795697689.053688,9795697688.053762,7.620365939395307e-15,4.560125005811387e-11,0.7291494885652703,7766,0.0009827041160984354,415.91511936339515,-28.0,True,7.43865966796875e-05,1.020856330751674e-10,1.0206321115545069e-10,1.0208563313777964e-10,False,,8,$\ell=3$,l3,,0.2692857142857143,1,False,scalar,0.0,bose,True
